LECROYWM8500,500500138,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,21-Mar-2024 16:02:07,0                 
Time,Ampl
-2.45e-008,0.000303192
-2.44e-008,0.000330599
-2.43e-008,0.00032546
-2.42e-008,0.000256942
-2.41e-008,0.00016273
-2.4e-008,7.70826e-005
-2.39e-008,3.93978e-005
-2.38e-008,3.42589e-005
-2.37e-008,9.5925e-005
-2.36e-008,0.00019185
-2.35e-008,0.000263794
-2.34e-008,0.000294627
-2.33e-008,0.00029634
-2.32e-008,0.000277497
-2.31e-008,0.00025009
-2.3e-008,0.000196989
-2.29e-008,0.000190137
-2.28e-008,0.00020898
-2.27e-008,0.000248377
-2.26e-008,0.00027921
-2.25e-008,0.000316895
-2.24e-008,0.000351154
-2.23e-008,0.00035458
-2.22e-008,0.000335738
-2.21e-008,0.000318608
-2.2e-008,0.000294627
-2.19e-008,0.000275784
-2.18e-008,0.000270646
-2.17e-008,0.000301479
-2.16e-008,0.000330599
-2.15e-008,0.000368284
-2.14e-008,0.000368284
-2.13e-008,0.000337451
-2.12e-008,0.000316895
-2.11e-008,0.000260368
-2.1e-008,0.000217544
-2.09e-008,0.000184998
-2.08e-008,0.000193563
-2.07e-008,0.000253516
-2.06e-008,0.000287775
-2.05e-008,0.000339163
-2.04e-008,0.0003837
-2.03e-008,0.000392265
-2.02e-008,0.000366571
-2.01e-008,0.000313469
-2e-008,0.000251803
-1.99e-008,0.000196989
-1.98e-008,0.000157591
-1.97e-008,0.000149026
-1.96e-008,0.000181572
-1.95e-008,0.000248377
-1.94e-008,0.000299766
-1.93e-008,0.000315182
-1.92e-008,0.00029634
-1.91e-008,0.000226109
-1.9e-008,0.0001456
-1.89e-008,8.73603e-005
-1.88e-008,6.68049e-005
-1.87e-008,0.000114767
-1.86e-008,0.000205554
-1.85e-008,0.000303192
-1.84e-008,0.000409394
-1.83e-008,0.000443653
-1.82e-008,0.00044194
-1.81e-008,0.000395691
-1.8e-008,0.000364858
-1.79e-008,0.000363145
-1.78e-008,0.000369997
-1.77e-008,0.000378561
-1.76e-008,0.000375135
-1.75e-008,0.000339163
-1.74e-008,0.000272359
-1.73e-008,0.000198702
-1.72e-008,0.000205554
-1.71e-008,0.00025009
-1.7e-008,0.000327173
-1.69e-008,0.000380274
-1.68e-008,0.000426524
-1.67e-008,0.000405968
-1.66e-008,0.000359719
-1.65e-008,0.000315182
-1.64e-008,0.000294627
-1.63e-008,0.000328886
-1.62e-008,0.00035458
-1.61e-008,0.000346015
-1.6e-008,0.000310043
-1.59e-008,0.000226109
-1.58e-008,0.000164443
-1.57e-008,0.000107916
-1.56e-008,0.00011648
-1.55e-008,0.000174721
-1.54e-008,0.000243238
-1.53e-008,0.000298053
-1.52e-008,0.000316895
-1.51e-008,0.000301479
-1.5e-008,0.000268933
-1.49e-008,0.000246664
-1.48e-008,0.000232961
-1.47e-008,0.000275784
-1.46e-008,0.000287775
-1.45e-008,0.000301479
-1.44e-008,0.000315182
-1.43e-008,0.000306617
-1.42e-008,0.000289488
-1.41e-008,0.000275784
-1.4e-008,0.000294627
-1.39e-008,0.000323747
-1.38e-008,0.000346015
-1.37e-008,0.000344302
-1.36e-008,0.000332312
-1.35e-008,0.000322034
-1.34e-008,0.000303192
-1.33e-008,0.000294627
-1.32e-008,0.000299766
-1.31e-008,0.000347728
-1.3e-008,0.000399117
-1.29e-008,0.000436801
-1.28e-008,0.000450505
-1.27e-008,0.000452218
-1.26e-008,0.000431663
