Study Name	Tungsten_Calibration
Sample Name	2024-04-04
Run Name	spot19
Operator	Jonas
Date	4/4/2024
Time	11:12 AM
Sign	NEG
Grating Spacing	07.6 um
Channel	3
Number Traces	6000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	11:12:50 AM
	
Time	Amplitude
0.000000E+0	6.114950E-4
5.000000E-11	6.937185E-4
1.000000E-10	7.605251E-4
1.500000E-10	8.153408E-4
2.000000E-10	8.564526E-4
2.500000E-10	8.735825E-4
3.000000E-10	8.701565E-4
3.500000E-10	8.598785E-4
4.000000E-10	8.427486E-4
4.500000E-10	8.341837E-4
5.000000E-10	8.461746E-4
5.500000E-10	8.752954E-4
6.000000E-10	9.009903E-4
6.500000E-10	9.232592E-4
7.000000E-10	9.421021E-4
7.500000E-10	9.472410E-4
8.000000E-10	9.335371E-4
8.500000E-10	9.009903E-4
9.000000E-10	8.547396E-4
9.500000E-10	8.050629E-4
1.000000E-9	7.639511E-4
1.050000E-9	7.194134E-4
1.100000E-9	6.645977E-4
1.150000E-9	6.303379E-4
1.200000E-9	6.371898E-4
1.250000E-9	6.714496E-4
1.300000E-9	7.194134E-4
1.350000E-9	7.947849E-4
1.400000E-9	8.667305E-4
1.450000E-9	9.078423E-4
1.500000E-9	9.335371E-4
1.550000E-9	9.540930E-4
1.600000E-9	9.523800E-4
1.650000E-9	9.301111E-4
1.700000E-9	9.027033E-4
1.750000E-9	8.598785E-4
1.800000E-9	8.102018E-4
1.850000E-9	7.690901E-4
1.900000E-9	7.314043E-4
1.950000E-9	6.971445E-4
2.000000E-9	6.800146E-4
2.050000E-9	6.663107E-4
2.100000E-9	6.474678E-4
2.150000E-9	6.320509E-4
2.200000E-9	6.286249E-4
2.250000E-9	6.303379E-4
2.300000E-9	6.371898E-4
2.350000E-9	6.577457E-4
2.400000E-9	6.885795E-4
2.450000E-9	7.108484E-4
2.500000E-9	7.228393E-4
2.550000E-9	7.211264E-4
2.600000E-9	7.262653E-4
2.650000E-9	7.468212E-4
2.700000E-9	7.742290E-4
2.750000E-9	8.102018E-4
2.800000E-9	8.667305E-4
2.850000E-9	9.266851E-4
2.900000E-9	9.763619E-4
2.950000E-9	1.036317E-3
3.000000E-9	1.092845E-3
3.050000E-9	1.115114E-3
3.100000E-9	1.103123E-3
3.150000E-9	1.084280E-3
3.200000E-9	1.044881E-3
3.250000E-9	9.746489E-4
3.300000E-9	8.907124E-4
3.350000E-9	8.136278E-4
3.400000E-9	7.296913E-4
3.450000E-9	6.457548E-4
3.500000E-9	5.806612E-4
3.550000E-9	5.464014E-4
3.600000E-9	5.309845E-4
3.650000E-9	5.189935E-4
3.700000E-9	5.292715E-4
3.750000E-9	5.635313E-4
3.800000E-9	5.926521E-4
3.850000E-9	6.166340E-4
3.900000E-9	6.577457E-4
3.950000E-9	7.108484E-4
4.000000E-9	7.314043E-4
4.050000E-9	7.177004E-4
4.100000E-9	7.005705E-4
4.150000E-9	6.834406E-4
4.200000E-9	6.645977E-4
4.250000E-9	6.474678E-4
4.300000E-9	6.303379E-4
4.350000E-9	6.080690E-4
4.400000E-9	5.806612E-4
4.450000E-9	5.635313E-4
4.500000E-9	5.464014E-4
4.550000E-9	5.172805E-4
4.600000E-9	4.898727E-4
4.650000E-9	4.676038E-4
4.700000E-9	4.453350E-4
4.750000E-9	4.401960E-4
4.800000E-9	4.641779E-4
4.850000E-9	5.138546E-4
4.900000E-9	5.909391E-4
4.950000E-9	6.920055E-4
5.000000E-9	7.845070E-4
5.050000E-9	8.633045E-4
5.100000E-9	9.592320E-4
5.150000E-9	1.072289E-3
5.200000E-9	1.156226E-3
5.250000E-9	1.211041E-3
5.300000E-9	1.252153E-3
5.350000E-9	1.259005E-3
5.400000E-9	1.219606E-3
5.450000E-9	1.166504E-3
5.500000E-9	1.106549E-3
5.550000E-9	1.022613E-3
5.600000E-9	9.249722E-4
5.650000E-9	8.341837E-4
5.700000E-9	7.553862E-4
5.750000E-9	6.800146E-4
5.800000E-9	6.217729E-4
5.850000E-9	6.132080E-4
5.900000E-9	6.526068E-4
5.950000E-9	7.159874E-4
6.000000E-9	7.930719E-4
6.050000E-9	8.855734E-4
6.100000E-9	9.832138E-4
6.150000E-9	1.072289E-3
6.200000E-9	1.151087E-3
6.250000E-9	1.211041E-3
6.300000E-9	1.243588E-3
6.350000E-9	1.247014E-3
6.400000E-9	1.216180E-3
6.450000E-9	1.154513E-3
6.500000E-9	1.068863E-3
6.550000E-9	9.592320E-4
6.600000E-9	8.513136E-4
6.650000E-9	7.656641E-4
6.700000E-9	6.902925E-4
6.750000E-9	6.097820E-4
6.800000E-9	5.395494E-4
6.850000E-9	4.932987E-4
6.900000E-9	4.710298E-4
6.950000E-9	4.795948E-4
7.000000E-9	5.258455E-4
7.050000E-9	6.080690E-4
7.100000E-9	7.039965E-4
7.150000E-9	8.050629E-4
7.200000E-9	8.855734E-4
7.250000E-9	9.318241E-4
7.300000E-9	9.506670E-4
7.350000E-9	9.455280E-4
7.400000E-9	9.249722E-4
7.450000E-9	9.009903E-4
7.500000E-9	8.787214E-4
7.550000E-9	8.376097E-4
7.600000E-9	7.673771E-4
7.650000E-9	6.937185E-4
7.700000E-9	6.337639E-4
7.750000E-9	5.635313E-4
7.800000E-9	4.795948E-4
7.850000E-9	4.127882E-4
7.900000E-9	3.699634E-4
7.950000E-9	3.322776E-4
8.000000E-9	3.151477E-4
8.050000E-9	3.425556E-4
8.100000E-9	4.007972E-4
8.150000E-9	4.607519E-4
8.200000E-9	5.104286E-4
8.250000E-9	5.532533E-4
8.300000E-9	5.977911E-4
8.350000E-9	6.560327E-4
8.400000E-9	7.177004E-4
8.450000E-9	7.725161E-4
8.500000E-9	8.239057E-4
8.550000E-9	8.701565E-4
8.600000E-9	8.992773E-4
8.650000E-9	9.146942E-4
8.700000E-9	9.386761E-4
8.750000E-9	9.780748E-4
8.800000E-9	1.036317E-3
8.850000E-9	1.103123E-3
8.900000E-9	1.168217E-3
8.950000E-9	1.221319E-3
9.000000E-9	1.241875E-3
9.050000E-9	1.240162E-3
9.100000E-9	1.233310E-3
9.150000E-9	1.228171E-3
9.200000E-9	1.221319E-3
9.250000E-9	1.214467E-3
9.300000E-9	1.192199E-3
9.350000E-9	1.140809E-3
9.400000E-9	1.087706E-3
9.450000E-9	1.058585E-3
9.500000E-9	1.034604E-3
9.550000E-9	1.007196E-3
9.600000E-9	9.986307E-4
9.650000E-9	1.012335E-3
9.700000E-9	1.031178E-3
9.750000E-9	1.060298E-3
9.800000E-9	1.096271E-3
9.850000E-9	1.123679E-3
9.900000E-9	1.133957E-3
9.950000E-9	1.125392E-3
1.000000E-8	1.101410E-3
1.005000E-8	1.070576E-3
1.010000E-8	1.039742E-3
1.015000E-8	9.934918E-4
1.020000E-8	9.283981E-4
1.025000E-8	8.787214E-4
1.030000E-8	8.478876E-4
1.035000E-8	8.221928E-4
1.040000E-8	7.947849E-4
1.045000E-8	7.913589E-4
1.050000E-8	8.016369E-4
1.055000E-8	7.982109E-4
1.060000E-8	7.964979E-4
1.065000E-8	8.187668E-4
1.070000E-8	8.496006E-4
1.075000E-8	8.735825E-4
1.080000E-8	9.009903E-4
1.085000E-8	9.283981E-4
1.090000E-8	9.421021E-4
1.095000E-8	9.472410E-4
1.100000E-8	9.523800E-4
1.105000E-8	9.523800E-4
1.110000E-8	9.523800E-4
1.115000E-8	9.695099E-4
1.120000E-8	1.002057E-3
1.125000E-8	1.022613E-3
1.130000E-8	1.010622E-3
1.135000E-8	9.729359E-4
1.140000E-8	9.198332E-4
1.145000E-8	8.461746E-4
1.150000E-8	7.622381E-4
1.155000E-8	6.885795E-4
1.160000E-8	6.132080E-4
1.165000E-8	5.309845E-4
1.170000E-8	4.624649E-4
1.175000E-8	4.367700E-4
1.180000E-8	4.436220E-4
1.185000E-8	4.693168E-4
1.190000E-8	5.395494E-4
1.195000E-8	6.611717E-4
1.200000E-8	7.862200E-4
1.205000E-8	8.941383E-4
1.210000E-8	9.986307E-4
1.215000E-8	1.097984E-3
1.220000E-8	1.152800E-3
1.225000E-8	1.169930E-3
1.230000E-8	1.190486E-3
1.235000E-8	1.212754E-3
1.240000E-8	1.193912E-3
1.245000E-8	1.142522E-3
1.250000E-8	1.104836E-3
1.255000E-8	1.074002E-3
